Clav_HotelEAN,HotelEan,Latitude,Longitude
9948,262451,40.69972000000000000000000,-111.95060000000000000000000
9949,275094,33.45146000000000000000000,-112.07921000000000000000000
9950,413442,39.62854000000000000000000,-106.04440000000000000000000
9951,267099,31.55176000000000000000000,-110.27940000000000000000000
9952,340281,45.64961000000000000000000,-74.93250000000000000000000
9953,112032,33.60411000000000000000000,-96.61012000000000000000000
9954,250451,35.64556000000000000000000,-120.67226000000000000000000
9955,252541,44.09849000000000000000000,-103.15128000000000000000000
9956,260361,27.94108000000000000000000,-82.33235000000000000000000
9957,223822,40.41692000000000000000000,-3.70516000000000000000000
9958,208671,44.90537000000000000000000,-116.09764000000000000000000
9959,136646,28.43815000000000000000000,-81.46996000000000000000000
9960,240616,40.68882000000000000000000,-74.30972000000000000000000
9961,175229,40.19086000000000000000000,-74.86730000000000000000000
9962,337848,35.10842000000000000000000,-92.43585000000000000000000
9963,250526,42.67816000000000000000000,-73.82843000000000000000000
9964,117244,44.96534000000000000000000,-89.65534000000000000000000
9965,209189,43.22773000000000000000000,-123.36406000000000000000000
9966,109424,35.59016000000000000000000,-84.46984000000000000000000
9967,219099,32.28660000000000000000000,-110.96222000000000000000000
9968,264984,29.58822000000000000000000,-98.62571000000000000000000
9969,264380,39.69073000000000000000000,-74.25557000000000000000000
9970,257882,32.65760000000000000000000,-79.94481000000000000000000
9971,149836,38.68498000000000000000000,-85.78439000000000000000000
9972,122042,27.51479000000000000000000,-97.84113000000000000000000
9973,201426,41.74753000000000000000000,-85.42668000000000000000000
9974,108027,32.18202000000000000000000,-110.95672000000000000000000
9975,144913,53.79659000000000000000000,-1.55055000000000000000000
9976,237390,33.73503000000000000000000,-78.86321000000000000000000
9977,113586,37.27142000000000000000000,-121.93664000000000000000000
9978,267045,61.21459000000000000000000,-149.90442000000000000000000
9979,270832,35.30793000000000000000000,-78.61408000000000000000000
9980,107495,41.85988000000000000000000,-88.02752000000000000000000
9981,153526,30.25405000000000000000000,-92.01434000000000000000000
9982,126129,43.64355000000000000000000,-79.63169000000000000000000
9983,164933,33.83191000000000000000000,-118.35559000000000000000000
9984,136214,38.92824000000000000000000,-94.72935000000000000000000
9985,361466,43.04028000000000000000000,-87.90798000000000000000000
9986,133706,33.79498000000000000000000,-117.91507000000000000000000
9987,113300,29.48859000000000000000000,-98.40188000000000000000000
9988,105923,31.79044000000000000000000,-106.39534000000000000000000
9989,132727,33.98265000000000000000000,-117.37323000000000000000000
9990,152590,43.17158000000000000000000,-88.73191000000000000000000
9991,136657,40.78656000000000000000000,-74.04190000000000000000000
9992,276923,42.97846000000000000000000,-78.78080000000000000000000
9993,107938,43.02333000000000000000000,-74.36085000000000000000000
9994,175461,41.77922000000000000000000,-86.73388000000000000000000
9995,370322,35.13788000000000000000000,-80.93131000000000000000000
9996,258532,13.17789000000000000000000,-59.63572000000000000000000
9997,224154,47.60970000000000000000000,-122.32664000000000000000000
9998,138429,33.58873000000000000000000,-86.12277000000000000000000
9999,353156,39.47264000000000000000000,-119.78716000000000000000000
10000,247168,41.65538000000000000000000,-70.25574000000000000000000
10001,355546,33.91494000000000000000000,-117.49253000000000000000000
10002,130466,43.69648000000000000000000,-98.01559000000000000000000
10003,139454,41.37505000000000000000000,-81.82485000000000000000000
10004,113343,40.61953000000000000000000,-111.90296000000000000000000
10005,415546,30.22678000000000000000000,-92.01820000000000000000000
10006,149793,41.17138000000000000000000,-87.84791000000000000000000
10007,136182,32.83655000000000000000000,-97.13835000000000000000000
10008,271854,35.58883000000000000000000,-97.43706000000000000000000
10009,105780,42.48821000000000000000000,-83.48084000000000000000000
10010,245296,29.84123000000000000000000,-81.26581000000000000000000
10011,125511,40.76226000000000000000000,-73.97826000000000000000000
10012,351845,36.18056000000000000000000,-94.51849000000000000000000
10013,234550,44.33864000000000000000000,-76.14641000000000000000000
10014,212922,18.00751000000000000000000,-76.79196000000000000000000
10015,127097,42.37953000000000000000000,-87.93968000000000000000000
10016,140994,28.74892000000000000000000,-81.36368000000000000000000
10017,197439,34.53542000000000000000000,-82.66647000000000000000000
10018,206281,45.50344000000000000000000,-73.56731000000000000000000
10019,128783,37.97436000000000000000000,-87.45694000000000000000000
10020,400770,38.94085000000000000000000,-119.74869000000000000000000
10021,116451,45.01761000000000000000000,-93.18726000000000000000000
10022,143341,42.37848000000000000000000,-82.21546000000000000000000
10023,126029,32.22175000000000000000000,-110.88852000000000000000000
10024,213351,46.97591000000000000000000,-120.54211000000000000000000
10025,214937,40.76419000000000000000000,-74.04821000000000000000000
10026,108313,30.25396000000000000000000,-97.73701000000000000000000
10027,163765,40.78264000000000000000000,-73.98122000000000000000000
10028,106398,41.43777000000000000000000,-81.80106000000000000000000
10029,151522,33.87428000000000000000000,-118.21954000000000000000000
10030,197725,41.01902000000000000000000,-73.92067000000000000000000
10031,109742,29.91675000000000000000000,-81.32452000000000000000000
10032,191505,25.77817000000000000000000,-80.13388000000000000000000
10033,126911,44.64729000000000000000000,-63.57635000000000000000000
10034,218020,43.16999000000000000000000,-79.26450000000000000000000
10035,130280,29.78347000000000000000000,-95.46573000000000000000000
10036,135610,41.56511000000000000000000,-83.58091000000000000000000
10037,197364,42.37732000000000000000000,-122.90007000000000000000000
10038,232721,41.29934000000000000000000,-81.51739000000000000000000
10039,250033,44.51426000000000000000000,-109.10128000000000000000000
10040,216248,37.26680000000000000000000,-76.68215000000000000000000
10041,197507,43.04768000000000000000000,-89.32660000000000000000000
10042,109524,34.64862000000000000000000,-79.01560000000000000000000
10043,128826,32.83405000000000000000000,-109.70450000000000000000000
10044,116826,41.88592000000000000000000,-87.62072000000000000000000
10045,260879,38.19188000000000000000000,-85.74237000000000000000000
10046,130941,37.41730000000000000000000,-122.12966000000000000000000
10047,241838,44.02523000000000000000000,-116.95425000000000000000000
10048,308679,12.51676000000000000000000,99.97613000000000000000000
10049,152183,41.26187000000000000000000,-95.95671000000000000000000
10050,231024,44.90097000000000000000000,-92.78321000000000000000000
10051,202780,38.42637000000000000000000,-82.69825000000000000000000
10052,106341,40.76767000000000000000000,-111.89396000000000000000000
10053,192452,29.98527000000000000000000,-91.85622000000000000000000
10054,208496,35.19600000000000000000000,-111.65497000000000000000000
10055,160639,35.59518000000000000000000,-80.86199000000000000000000
10056,240891,35.28979000000000000000000,-81.56389000000000000000000
10057,107870,43.12741000000000000000000,-89.30958000000000000000000
10058,195853,28.48282000000000000000000,-81.45711000000000000000000
10059,132252,35.53503000000000000000000,-97.51613000000000000000000
10060,352349,33.46115000000000000000000,-84.21457000000000000000000
10061,236136,36.64413000000000000000000,-93.21456000000000000000000
10062,218824,34.18254000000000000000000,-93.07061000000000000000000
10063,137968,35.71243000000000000000000,-78.83911000000000000000000
10064,107266,39.11265000000000000000000,-108.53857000000000000000000
10065,195449,35.36900000000000000000000,-80.71142000000000000000000
10066,358990,39.37394000000000000000000,-101.05128000000000000000000
10067,309747,30.51756000000000000000000,-89.66617000000000000000000
10068,340006,35.37000000000000000000000,-80.71008000000000000000000
10069,173182,37.44033000000000000000000,-122.16340000000000000000000
10070,367732,26.08677000000000000000000,-81.72951000000000000000000
10071,141312,42.26850000000000000000000,-84.98719000000000000000000
10072,129212,26.31854000000000000000000,-80.10923000000000000000000
10073,176322,37.24294000000000000000000,-93.26094000000000000000000
10074,255163,30.24909000000000000000000,-81.59983000000000000000000
10075,403246,12.54220000000000000000000,-70.02019000000000000000000
10076,215280,44.00278000000000000000000,-73.15331000000000000000000
10077,343146,44.77958000000000000000000,-93.46616000000000000000000
10078,139540,33.72254000000000000000000,-78.84796000000000000000000
10079,237994,41.84954000000000000000000,-71.35440000000000000000000
10080,145342,42.04452000000000000000000,-88.05020000000000000000000
10081,128030,32.39803000000000000000000,-99.76476000000000000000000
10082,138177,37.56021000000000000000000,-122.27366000000000000000000
10083,112959,38.90523000000000000000000,-77.05139000000000000000000
10084,224749,40.66415000000000000000000,-111.49471000000000000000000
10085,264975,42.92763000000000000000000,-81.21301000000000000000000
10086,111230,37.87133000000000000000000,-122.27433000000000000000000
10087,137934,39.66090000000000000000000,-106.82780000000000000000000
10088,206690,42.00681000000000000000000,-93.43581000000000000000000
10089,105628,27.98216000000000000000000,-82.53457000000000000000000
10090,128442,34.89749000000000000000000,-117.00921000000000000000000
10091,148262,47.82102000000000000000000,-122.27433000000000000000000
10092,106607,30.27088000000000000000000,-97.73446000000000000000000
10093,194940,43.68503000000000000000000,-79.59473000000000000000000
10094,141578,32.00454000000000000000000,-81.28073000000000000000000
10095,151070,40.44965000000000000000000,-80.18391000000000000000000
10096,124266,41.86930000000000000000000,-87.62448000000000000000000
10097,119543,36.11474000000000000000000,-94.14746000000000000000000
10098,153085,39.08540000000000000000000,-84.52052000000000000000000
10099,131150,33.28207000000000000000000,-84.29199000000000000000000
10100,196394,42.47207000000000000000000,-72.61455000000000000000000
10101,116142,22.05320000000000000000000,-159.32845000000000000000000
10102,210291,48.20579000000000000000000,-101.31652000000000000000000
10103,121383,37.77902000000000000000000,-122.27661000000000000000000
10104,321420,30.63949000000000000000000,-81.44200000000000000000000
10105,233105,37.66571000000000000000000,-121.02918000000000000000000
10106,122308,42.56247000000000000000000,-83.15241000000000000000000
10107,133454,45.07346000000000000000000,-93.31391000000000000000000
10108,207065,41.13240000000000000000000,-85.15912000000000000000000
10109,138813,37.78349000000000000000000,-81.18387000000000000000000
10110,270005,38.85772000000000000000000,-104.89173000000000000000000
10111,273706,35.26511000000000000000000,-87.32293000000000000000000
10112,200095,41.57592000000000000000000,-87.04465000000000000000000
10113,225067,39.98386000000000000000000,-76.73569000000000000000000
10114,251035,34.08580000000000000000000,-81.16290000000000000000000
10115,118014,33.47397000000000000000000,-81.96250000000000000000000
10116,135326,45.65792000000000000000000,-122.57907000000000000000000
10117,417441,40.65677000000000000000000,-73.88937000000000000000000
10118,307952,40.33831000000000000000000,-88.76115000000000000000000
10119,419717,33.24057000000000000000000,-97.04895000000000000000000
10120,152710,34.03980000000000000000000,-81.09135000000000000000000
10121,379548,39.93349000000000000000000,-77.63281000000000000000000
10122,173723,44.63127000000000000000000,-124.06011000000000000000000
10123,243590,41.48547000000000000000000,-71.31162000000000000000000
10124,221037,34.40992000000000000000000,-119.69382000000000000000000
10125,416491,37.36265000000000000000000,-119.64207000000000000000000
10126,258080,41.79272000000000000000000,-69.98591000000000000000000
10127,209037,36.09107000000000000000000,-95.94154000000000000000000
10128,134951,41.29904000000000000000000,-81.51779000000000000000000
10129,203364,33.81808000000000000000000,-117.91332000000000000000000
10130,131725,34.02593000000000000000000,-118.45717000000000000000000
10131,193497,30.44282000000000000000000,-91.18903000000000000000000
10132,399986,34.78337000000000000000000,-77.39100000000000000000000
10133,212020,48.85518000000000000000000,2.77540000000000000000000
10134,342001,25.11289000000000000000000,55.19480000000000000000000
10135,124280,43.06853000000000000000000,-70.78061000000000000000000
10136,270909,30.48371000000000000000000,-84.16130000000000000000000
10137,202010,37.92223000000000000000000,-90.53840000000000000000000
10138,272263,21.28435000000000000000000,-157.82993000000000000000000
10139,222909,40.02940000000000000000000,-76.22849000000000000000000
10140,176949,37.79835000000000000000000,-79.42052000000000000000000
10141,204025,43.02009000000000000000000,-85.67914000000000000000000
10142,177467,31.03807000000000000000000,-104.85190000000000000000000
10143,194951,41.70449000000000000000000,-86.18567000000000000000000
10144,249567,29.89749000000000000000000,-81.31730000000000000000000
10145,212681,44.44017000000000000000000,-93.18276000000000000000000
10146,122408,41.75980000000000000000000,-88.30974000000000000000000
10147,138452,42.41818000000000000000000,-87.85504000000000000000000
10148,325007,37.66883000000000000000000,-113.06187000000000000000000
10149,267308,35.98073000000000000000000,-83.61256000000000000000000
10150,210795,35.64579000000000000000000,-80.48420000000000000000000
10151,239039,29.96799000000000000000000,-95.28279000000000000000000
10152,131811,36.92347000000000000000000,-84.11327000000000000000000
10153,255890,35.70687000000000000000000,-83.56027000000000000000000
10154,139981,39.62858000000000000000000,-78.83760000000000000000000
10155,326618,40.61260000000000000000000,-73.64783000000000000000000
10156,126252,40.68468000000000000000000,-75.25444000000000000000000
10157,173623,32.34019000000000000000000,-90.84239000000000000000000
10158,170122,30.43136000000000000000000,-88.89790000000000000000000
10159,201449,33.45046000000000000000000,-82.07828000000000000000000
10160,129853,29.46741000000000000000000,-98.61713000000000000000000
10161,148923,41.75129000000000000000000,-124.18518000000000000000000
10162,379044,35.68960000000000000000000,-88.80224000000000000000000
10163,424586,38.96141000000000000000000,-119.88784000000000000000000
10164,140181,37.68191000000000000000000,-97.22755000000000000000000
10165,135212,39.20716000000000000000000,-76.67753000000000000000000
10166,163238,29.22129000000000000000000,-81.00535000000000000000000
10167,131768,39.05221000000000000000000,-94.59288000000000000000000
10168,231994,39.87822000000000000000000,-83.05247000000000000000000
10169,321406,29.24958000000000000000000,-81.01915000000000000000000
10170,171851,35.84346000000000000000000,-86.42920000000000000000000
10171,164910,33.48907000000000000000000,-111.92832000000000000000000
10172,141996,31.55651000000000000000000,-97.12429000000000000000000
10173,209080,33.66409000000000000000000,-95.51030000000000000000000
10174,112584,30.42610000000000000000000,-91.15050000000000000000000
10175,192750,43.38168000000000000000000,-72.64599000000000000000000
10176,252850,29.93947000000000000000000,-93.98398000000000000000000
10177,137877,45.56817000000000000000000,-73.74193000000000000000000
10178,206129,33.71610000000000000000000,-116.37906000000000000000000
10179,246255,35.36263000000000000000000,-80.69856000000000000000000
10180,121229,30.25000000000000000000000,-89.76558000000000000000000
10181,217204,19.91530000000000000000000,-155.88127000000000000000000
10182,109158,40.41765000000000000000000,-86.82490000000000000000000
10183,105339,39.74888000000000000000000,-104.99608000000000000000000
10184,310617,29.93833000000000000000000,-95.36758000000000000000000
10185,259677,27.25765000000000000000000,-82.52640000000000000000000
10186,204918,38.95136000000000000000000,-119.95122000000000000000000
10187,206415,21.28007000000000000000000,-157.83104000000000000000000
10188,207008,38.57705000000000000000000,-121.54638000000000000000000
10189,267265,37.11268000000000000000000,-76.50088000000000000000000
10190,131425,30.67502000000000000000000,-88.11674000000000000000000
10191,202285,31.79275000000000000000000,-106.39541000000000000000000
10192,129103,40.35715000000000000000000,-74.60030000000000000000000
10193,269873,39.18884000000000000000000,-106.82111000000000000000000
10194,113234,39.88044000000000000000000,-83.04592000000000000000000
10195,196480,39.60359000000000000000000,-77.73396000000000000000000
10196,191027,40.48998000000000000000000,-89.03073000000000000000000
10197,229146,43.57674000000000000000000,-84.76737000000000000000000
10198,237653,43.16742000000000000000000,-72.45721000000000000000000
10199,112043,35.71999000000000000000000,-77.94595000000000000000000
10200,149962,35.78321000000000000000000,-80.25280000000000000000000
10201,108565,33.46225000000000000000000,-86.82750000000000000000000
10202,264563,40.77357000000000000000000,-111.95119000000000000000000
10203,309266,29.47443000000000000000000,-81.12429000000000000000000
10204,257994,34.02982000000000000000000,-94.73961000000000000000000
10205,212366,34.74190000000000000000000,-92.39440000000000000000000
10206,124194,32.47446000000000000000000,-83.74759000000000000000000
10207,205250,38.55381000000000000000000,-76.04672000000000000000000
10208,142408,32.83789000000000000000000,-97.01153000000000000000000
10209,152155,35.79778000000000000000000,-78.55664000000000000000000
10210,249621,39.59142000000000000000000,-104.87916000000000000000000
10211,169135,34.86137000000000000000000,-82.26147000000000000000000
10212,201289,41.94429000000000000000000,-91.67349000000000000000000
10213,129742,42.23714000000000000000000,-87.99570000000000000000000
10214,311874,38.22099000000000000000000,-85.54255000000000000000000
10215,252561,43.79112000000000000000000,-79.53035000000000000000000
10216,197994,39.46411000000000000000000,-119.78306000000000000000000
10217,270660,43.18584000000000000000000,-95.85884000000000000000000
10218,202308,33.91446000000000000000000,-84.20016000000000000000000
10219,191897,43.07677000000000000000000,-73.78663000000000000000000
10220,106078,42.31293000000000000000000,-83.21898000000000000000000
10221,245090,37.76187000000000000000000,-121.43511000000000000000000
10222,401420,26.66085000000000000000000,-81.88601000000000000000000
10223,173660,42.49087000000000000000000,-96.40323000000000000000000
10224,203659,37.61678000000000000000000,-81.11504000000000000000000
10225,175232,35.09738000000000000000000,-77.03845000000000000000000
10226,272581,39.48510000000000000000000,-106.06654000000000000000000
10227,276442,33.16575000000000000000000,-94.99832000000000000000000
10228,390322,44.04600000000000000000000,-121.30244000000000000000000
10229,148545,28.39135000000000000000000,-81.49658000000000000000000
10230,416462,26.13116000000000000000000,-80.10747000000000000000000
10231,111290,38.79601000000000000000000,-104.80094000000000000000000
10232,206584,35.13265000000000000000000,-106.60850000000000000000000
10233,131997,40.67103000000000000000000,-99.08874000000000000000000
10234,189272,40.73473000000000000000000,-73.98467000000000000000000
10235,323538,30.42973000000000000000000,-84.24968000000000000000000
10236,264446,32.93548000000000000000000,-85.97335000000000000000000
10237,111860,27.41413000000000000000000,-80.39293000000000000000000
10238,411029,38.71765000000000000000000,-77.13113000000000000000000
10239,133918,35.82839000000000000000000,-83.57419000000000000000000
10240,227091,41.06305000000000000000000,-83.66916000000000000000000
10241,269658,43.38376000000000000000000,-72.64807000000000000000000
10242,209779,27.87533000000000000000000,-82.70910000000000000000000
10243,139351,43.84420000000000000000000,-79.36593000000000000000000
10244,134605,41.55709000000000000000000,-87.79479000000000000000000
10245,180582,33.66979000000000000000000,-112.12159000000000000000000
10246,143112,35.61991000000000000000000,-97.48889000000000000000000
10247,153191,35.97248000000000000000000,-77.84539000000000000000000
10248,205565,41.38692000000000000000000,-73.51507000000000000000000
10249,179646,40.88091000000000000000000,-81.43428000000000000000000
10250,220756,35.73499000000000000000000,-83.43904000000000000000000
10251,264878,41.36975000000000000000000,-72.06097000000000000000000
10252,120333,40.46610000000000000000000,-80.19897000000000000000000
10253,215893,38.75003000000000000000000,-112.10545000000000000000000
10254,110054,38.18738000000000000000000,-92.68703000000000000000000
10255,171273,32.00541000000000000000000,-81.28057000000000000000000
10256,178959,53.27134000000000000000000,-113.55040000000000000000000
10257,308147,35.75550000000000000000000,-95.30910000000000000000000
10258,115604,39.83020000000000000000000,-84.02321000000000000000000
10259,134588,37.62488000000000000000000,-77.52973000000000000000000
10260,112996,35.46221000000000000000000,-97.60124000000000000000000
10261,141976,44.86094000000000000000000,-93.25298000000000000000000
10262,142308,39.24585000000000000000000,-94.66073000000000000000000
10263,326014,41.23749000000000000000000,-75.85489000000000000000000
10264,346621,43.42735000000000000000000,-88.18580000000000000000000
10265,143882,41.01821000000000000000000,-73.56379000000000000000000
10266,216093,34.05319000000000000000000,-118.27891000000000000000000
10267,106410,37.54293000000000000000000,-77.43733000000000000000000
10268,314012,40.73080000000000000000000,-84.07863000000000000000000
10269,148860,42.78675000000000000000000,-71.50457000000000000000000
10270,252578,43.60458000000000000000000,-84.14745000000000000000000
10271,124309,35.83468000000000000000000,-78.67445000000000000000000
10272,138432,33.75442000000000000000000,-117.92024000000000000000000
10273,136660,33.49690000000000000000000,-111.92304000000000000000000
10274,138332,34.48946000000000000000000,-118.61682000000000000000000
10275,202757,36.66314000000000000000000,-80.92989000000000000000000
10276,175366,43.11685000000000000000000,-88.05924000000000000000000
10277,272598,35.78338000000000000000000,-83.55168000000000000000000
10278,312976,39.29286000000000000000000,-123.79362000000000000000000
10279,255286,38.72175000000000000000000,-90.37101000000000000000000
10280,215744,19.76826000000000000000000,-70.51640000000000000000000
10281,194250,39.23377000000000000000000,-76.81574000000000000000000
10282,128740,37.77273000000000000000000,-122.41028000000000000000000
10283,251891,34.96174000000000000000000,-89.99527000000000000000000
10284,118412,33.65996000000000000000000,-84.43470000000000000000000
10285,322270,45.50682000000000000000000,-73.57226000000000000000000
10286,136511,41.90160000000000000000000,-87.62780000000000000000000
10287,203295,37.70899000000000000000000,-85.83276000000000000000000
10288,118561,33.63880000000000000000000,-112.09576000000000000000000
10289,116972,46.81411000000000000000000,-92.17491000000000000000000
10290,264812,47.04557000000000000000000,-122.82723000000000000000000
10291,228931,38.96955000000000000000000,-74.83561000000000000000000
10292,171256,42.25528000000000000000000,-83.68762000000000000000000
10293,194284,39.88039000000000000000000,-83.04591000000000000000000
10294,146805,33.56347000000000000000000,-85.07518000000000000000000
10295,211098,43.84291000000000000000000,-79.03625000000000000000000
10296,117493,35.17866000000000000000000,-78.98138000000000000000000
10297,125983,41.73957000000000000000000,-74.05008000000000000000000
10298,126198,35.33840000000000000000000,-82.44279000000000000000000
10299,207254,32.95087000000000000000000,-117.10665000000000000000000
10300,178040,37.86897000000000000000000,-122.31330000000000000000000
10301,194688,26.09154000000000000000000,-97.16488000000000000000000
10302,106444,41.84671000000000000000000,-87.95286000000000000000000
10303,115100,32.80057000000000000000000,-96.82661000000000000000000
10304,211668,36.07636000000000000000000,-79.96049000000000000000000
10305,321466,25.77335000000000000000000,-80.13222000000000000000000
10306,119365,32.39677000000000000000000,-90.14084000000000000000000
10307,326850,25.78657000000000000000000,-80.21030000000000000000000
10308,153091,39.40216000000000000000000,-77.40842000000000000000000
10309,128021,29.89660000000000000000000,-97.90992000000000000000000
10310,128070,42.44027000000000000000000,-96.34692000000000000000000
10311,233577,39.95199000000000000000000,-74.19866000000000000000000
10312,201472,37.99720000000000000000000,-89.23476000000000000000000
10313,201638,34.12598000000000000000000,-109.94096000000000000000000
10314,106493,43.20944000000000000000000,-71.53718000000000000000000
10315,115570,38.89663000000000000000000,-104.83347000000000000000000
10316,120716,47.00864000000000000000000,-124.16636000000000000000000
10317,112060,40.57911000000000000000000,-83.07890000000000000000000
10318,217029,43.68793000000000000000000,-116.35258000000000000000000
10319,130961,30.69406000000000000000000,-86.12201000000000000000000
10320,270643,37.13583000000000000000000,-104.51991000000000000000000
10321,151717,26.32037000000000000000000,-81.80627000000000000000000
10322,122454,33.55274000000000000000000,-84.26495000000000000000000
10323,203510,37.93791000000000000000000,-107.81791000000000000000000
10324,208256,43.07581000000000000000000,-73.78693000000000000000000
10325,373408,49.82416000000000000000000,-97.15300000000000000000000
10326,360006,40.68055000000000000000000,-73.98393000000000000000000
10327,149481,29.64297000000000000000000,-95.57945000000000000000000
10328,273517,35.97092000000000000000000,-86.56938000000000000000000
10329,129023,40.77461000000000000000000,-73.96338000000000000000000
10330,268256,45.57325000000000000000000,-122.56010000000000000000000
10331,212066,38.62577000000000000000000,-90.17559000000000000000000
10332,265731,31.34489000000000000000000,-92.51799000000000000000000
10333,196056,39.79607000000000000000000,-77.19936000000000000000000
10334,215040,38.00587000000000000000000,-121.75084000000000000000000
10335,108986,37.39256000000000000000000,-79.90606000000000000000000
10336,186796,32.95199000000000000000000,-96.83696000000000000000000
10337,188468,37.27537000000000000000000,-97.38458000000000000000000
10338,194954,42.48144000000000000000000,-91.47543000000000000000000
10339,108167,40.98162000000000000000000,-75.98040000000000000000000
10340,106544,34.13966000000000000000000,-117.98078000000000000000000
10341,142342,36.73960000000000000000000,-91.87003000000000000000000
10342,263040,38.98767000000000000000000,-77.42950000000000000000000
10343,264712,40.72667000000000000000000,-73.90725000000000000000000
10344,109839,40.77873000000000000000000,-82.40764000000000000000000
10345,133686,25.78526000000000000000000,-80.12970000000000000000000
10346,262187,40.72832000000000000000000,-73.42195000000000000000000
10347,195856,29.93967000000000000000000,-95.38908000000000000000000
10348,253531,34.41044000000000000000000,-119.69418000000000000000000
10349,106295,36.10924000000000000000000,-79.94083000000000000000000
10350,262791,40.13725000000000000000000,-88.25317000000000000000000
10351,321366,38.07556000000000000000000,-120.54638000000000000000000
10352,164870,35.07507000000000000000000,-89.99023000000000000000000
10353,112730,44.49620000000000000000000,-88.12094000000000000000000
10354,112979,44.29172000000000000000000,-73.98549000000000000000000
10355,105995,51.51246000000000000000000,-0.17493000000000000000000
10356,226438,33.01985000000000000000000,-117.28085000000000000000000
10357,181884,37.11099000000000000000000,-113.55447000000000000000000
10358,106095,28.38583000000000000000000,-81.50850000000000000000000
10359,269575,32.27092000000000000000000,-109.84575000000000000000000
10360,173228,33.76940000000000000000000,-84.60583000000000000000000
10361,121435,29.78382000000000000000000,-95.52874000000000000000000
10362,229982,41.28364000000000000000000,-72.45324000000000000000000
10363,209175,43.21022000000000000000000,-123.34537000000000000000000
10364,119863,34.96691000000000000000000,-90.00231000000000000000000
10365,121535,33.72327000000000000000000,-116.32954000000000000000000
10366,228210,46.88261000000000000000000,-98.71507000000000000000000
10367,171356,35.21025000000000000000000,-84.87044000000000000000000
10368,120067,36.15207000000000000000000,-86.79784000000000000000000
10369,111909,35.92892000000000000000000,-89.87765000000000000000000
10370,130478,61.21742000000000000000000,-149.90169000000000000000000
10371,121988,38.39243000000000000000000,-81.59035000000000000000000
10372,198730,29.93499000000000000000000,-81.29858000000000000000000
10373,270160,33.74450000000000000000000,-78.81439000000000000000000
10374,182652,35.48674000000000000000000,-80.87594000000000000000000
10375,228397,42.90808000000000000000000,-73.22172000000000000000000
10376,250240,30.68281000000000000000000,-88.20353000000000000000000
10377,211749,39.06732000000000000000000,-108.56914000000000000000000
10378,140319,36.80368000000000000000000,-89.98395000000000000000000
10379,271866,33.66365000000000000000000,-78.91299000000000000000000
10380,242984,43.59165000000000000000000,-116.28068000000000000000000
10381,107046,39.48495000000000000000000,-88.32532000000000000000000
10382,128440,21.28480000000000000000000,-157.83641000000000000000000
10383,117125,39.12661000000000000000000,-94.49977000000000000000000
10384,223751,42.37070000000000000000000,-87.89314000000000000000000
10385,125045,42.68007000000000000000000,-84.42861000000000000000000
10386,210043,33.68315000000000000000000,-79.82427000000000000000000
10387,171337,33.53424000000000000000000,-101.84550000000000000000000
10388,108165,42.11816000000000000000000,-80.07888000000000000000000
10389,142125,34.17737000000000000000000,-93.07109000000000000000000
10390,249104,39.39963000000000000000000,-123.34963000000000000000000
10391,231786,39.15834000000000000000000,-84.27287000000000000000000
10392,256924,38.65614000000000000000000,-75.59469000000000000000000
10393,354156,38.94623000000000000000000,-119.95588000000000000000000
10394,133303,29.77689000000000000000000,-98.80752000000000000000000
10395,204046,47.43406000000000000000000,-122.29559000000000000000000
10396,132616,39.61348000000000000000000,-86.07653000000000000000000
10397,221143,26.04451000000000000000000,-80.14339000000000000000000
10398,170086,35.75547000000000000000000,-78.73907000000000000000000
10399,170535,40.82857000000000000000000,-73.41942000000000000000000
10400,142008,39.13694000000000000000000,-123.20546000000000000000000
10401,127770,34.64574000000000000000000,-79.01470000000000000000000
10402,255888,35.35423000000000000000000,-118.91420000000000000000000
10403,202008,41.49811000000000000000000,-94.64360000000000000000000
10404,205869,44.66309000000000000000000,-111.10184000000000000000000
10405,333200,44.25596000000000000000000,-71.44248000000000000000000
10406,116555,37.78716000000000000000000,-122.41049000000000000000000
10407,201321,36.89061000000000000000000,-89.54016000000000000000000
10408,201570,42.71623000000000000000000,-73.83126000000000000000000
10409,182752,48.42042000000000000000000,-123.37310000000000000000000
10410,260751,41.66573000000000000000000,-70.13442000000000000000000
10411,218301,20.70536000000000000000000,-156.44500000000000000000000
10412,113730,49.28385000000000000000000,-123.11806000000000000000000
10413,357081,31.53507000000000000000000,-96.52676000000000000000000
10414,106697,46.54432000000000000000000,-87.40038000000000000000000
10415,128540,39.07999000000000000000000,-77.47666000000000000000000
10416,226221,32.68311000000000000000000,-117.17864000000000000000000
10417,321332,47.67373000000000000000000,-122.12955000000000000000000
10418,263691,32.86893000000000000000000,-80.02561000000000000000000
10419,122337,39.53098000000000000000000,-119.81563000000000000000000
10420,308998,44.35469000000000000000000,-79.69426000000000000000000
10421,107633,38.09713000000000000000000,-84.48600000000000000000000
10422,141925,43.66151000000000000000000,-79.37632000000000000000000
10423,264378,60.11983000000000000000000,-149.43993000000000000000000
10424,349278,45.64990000000000000000000,-73.51186000000000000000000
10425,202125,40.57871000000000000000000,-124.15224000000000000000000
10426,202457,43.10362000000000000000000,-73.75098000000000000000000
10427,308062,30.37714000000000000000000,-86.36687000000000000000000
10428,249536,40.47627000000000000000000,-88.98554000000000000000000
