Clav_HotelEAN,HotelEan,Latitude,Longitude
96,165018,45.51351000000000000000000,-122.83961000000000000000000
97,249918,35.25075000000000000000000,139.03728000000000000000000
98,360552,26.00295000000000000000000,-80.14283000000000000000000
99,270599,38.84687000000000000000000,-94.82397000000000000000000
100,126103,27.37602000000000000000000,-82.55471000000000000000000
101,201543,30.18207000000000000000000,-85.81572000000000000000000
102,124772,29.85396000000000000000000,-81.26718000000000000000000
103,175503,42.32152000000000000000000,-73.25922000000000000000000
104,253528,40.25144000000000000000000,-76.81830000000000000000000
105,256602,39.65898000000000000000000,-79.51212000000000000000000
106,135563,40.54167000000000000000000,-81.91609000000000000000000
107,106349,37.70494000000000000000000,-122.40792000000000000000000
108,173631,34.21823000000000000000000,-82.16417000000000000000000
109,266855,37.83342000000000000000000,-94.70738000000000000000000
110,153688,37.24695000000000000000000,-93.26046000000000000000000
111,246174,40.38307000000000000000000,-105.49965000000000000000000
112,108121,39.96324000000000000000000,-81.90694000000000000000000
113,122900,29.48513000000000000000000,-98.53596000000000000000000
114,118045,34.07217000000000000000000,-117.87666000000000000000000
115,108464,44.79350000000000000000000,-91.51955000000000000000000
116,107219,37.66779000000000000000000,-121.03167000000000000000000
117,171261,38.70197000000000000000000,-75.08175000000000000000000
118,150605,38.06154000000000000000000,-122.53097000000000000000000
119,116018,35.09163000000000000000000,-106.63312000000000000000000
120,259101,40.33856000000000000000000,-76.43400000000000000000000
121,231504,46.60777000000000000000000,-112.01020000000000000000000
122,189054,40.44735000000000000000000,-106.81580000000000000000000
123,238405,41.05494000000000000000000,-73.82187000000000000000000
124,248816,38.29112000000000000000000,-121.30722000000000000000000
125,143094,38.90314000000000000000000,-94.35710000000000000000000
126,232406,45.65478000000000000000000,-122.59127000000000000000000
127,152154,35.08788000000000000000000,-80.88180000000000000000000
128,170368,32.95579000000000000000000,-97.03650000000000000000000
129,117175,41.13162000000000000000000,-81.65362000000000000000000
130,250190,30.44843000000000000000000,-91.18932000000000000000000
131,311541,35.09160000000000000000000,-92.41959000000000000000000
132,202407,42.93692000000000000000000,-78.71752000000000000000000
133,148310,43.68664000000000000000000,-79.59699000000000000000000
134,205015,42.52445000000000000000000,-70.99579000000000000000000
135,200269,32.08217000000000000000000,-81.09620000000000000000000
136,116156,32.70664000000000000000000,-103.11660000000000000000000
137,209778,42.72785000000000000000000,-88.99092000000000000000000
138,191879,37.81713000000000000000000,-120.05923000000000000000000
139,149429,40.74820000000000000000000,-73.98798000000000000000000
140,227777,40.44851000000000000000000,-80.00432000000000000000000
141,173997,44.43380000000000000000000,-88.10641000000000000000000
142,105960,36.63502000000000000000000,-93.26450000000000000000000
143,164388,42.06180000000000000000000,-87.75770000000000000000000
144,245089,38.29231000000000000000000,-112.64850000000000000000000
145,142545,42.61130000000000000000000,-76.16515000000000000000000
146,106077,27.34127000000000000000000,-82.54954000000000000000000
147,121251,33.76829000000000000000000,-118.18232000000000000000000
148,113431,42.68971000000000000000000,-73.82021000000000000000000
149,202994,42.52393000000000000000000,-83.03035000000000000000000
150,130743,34.93527000000000000000000,-110.13424000000000000000000
151,133153,39.35389000000000000000000,-74.44661000000000000000000
152,137899,46.78761000000000000000000,-71.35312000000000000000000
153,209878,34.70012000000000000000000,-83.72416000000000000000000
154,150565,43.11291000000000000000000,-80.73684000000000000000000
155,119113,35.81254000000000000000000,-83.98222000000000000000000
156,252543,34.96976000000000000000000,-89.99538000000000000000000
157,264445,26.75397000000000000000000,-80.94993000000000000000000
158,107113,35.18804000000000000000000,-79.44353000000000000000000
159,109804,38.89186000000000000000000,-77.07360000000000000000000
160,133353,36.06825000000000000000000,-80.25787000000000000000000
161,120819,41.89125000000000000000000,-87.62412000000000000000000
162,136176,34.84611000000000000000000,-90.33179000000000000000000
163,265364,32.41478000000000000000000,-99.77790000000000000000000
164,142994,42.59752000000000000000000,-70.96722000000000000000000
165,138131,32.88505000000000000000000,-96.96597000000000000000000
166,171189,44.85922000000000000000000,-93.33347000000000000000000
167,211567,21.87874000000000000000000,-159.46053000000000000000000
168,221895,39.65794000000000000000000,-79.98939000000000000000000
169,201488,43.95558000000000000000000,-86.40377000000000000000000
170,224050,27.77760000000000000000000,-82.63441000000000000000000
171,210880,43.91527000000000000000000,-103.44027000000000000000000
172,151567,37.38166000000000000000000,-122.07580000000000000000000
173,327047,43.05475000000000000000000,-87.91845000000000000000000
174,214175,41.34156000000000000000000,-81.82771000000000000000000
175,241717,18.45383000000000000000000,-66.05192000000000000000000
176,260701,33.12485000000000000000000,-117.27488000000000000000000
177,115603,38.04811000000000000000000,-84.50040000000000000000000
178,192781,40.17874000000000000000000,-122.22766000000000000000000
179,123040,29.41980000000000000000000,-98.49098000000000000000000
180,314498,39.85154000000000000000000,-84.19520000000000000000000
181,270880,36.27941000000000000000000,-80.82845000000000000000000
182,133368,34.71625000000000000000000,-81.64031000000000000000000
183,106309,38.89615000000000000000000,-77.03196000000000000000000
184,169017,39.15186000000000000000000,-108.73697000000000000000000
185,324777,34.77667000000000000000000,-82.46562000000000000000000
186,200252,28.44923000000000000000000,-81.41648000000000000000000
187,348092,41.62149000000000000000000,-80.19285000000000000000000
188,170053,27.41312000000000000000000,-82.57284000000000000000000
189,333582,43.04594000000000000000000,-87.91435000000000000000000
190,237186,43.78727000000000000000000,-69.65960000000000000000000
191,141626,33.59136000000000000000000,-112.25106000000000000000000
192,117375,37.02482000000000000000000,-76.34270000000000000000000
193,125699,34.06167000000000000000000,-118.31125000000000000000000
194,151501,34.24949000000000000000000,-110.04429000000000000000000
195,267302,43.07912000000000000000000,-79.08594000000000000000000
196,326732,29.80005000000000000000000,-94.98116000000000000000000
197,161580,33.80720000000000000000000,-116.54561000000000000000000
198,163667,29.95866000000000000000000,-90.06475000000000000000000
199,241832,39.11657000000000000000000,-108.53357000000000000000000
200,127620,33.45162000000000000000000,-82.06275000000000000000000
201,408003,44.04289000000000000000000,-75.83851000000000000000000
202,120315,38.77560000000000000000000,-77.17851000000000000000000
203,259499,39.20592000000000000000000,-76.69243000000000000000000
204,259997,39.28394000000000000000000,-76.60258000000000000000000
205,213539,39.71883000000000000000000,2.86782000000000000000000
206,230734,13.10560000000000000000000,-59.44591000000000000000000
207,169383,40.26942000000000000000000,-76.68977000000000000000000
208,338900,46.21603000000000000000000,-119.21862000000000000000000
209,130345,39.39784000000000000000000,-76.56383000000000000000000
210,241262,43.62070000000000000000000,-116.21357000000000000000000
211,203292,39.13508000000000000000000,-123.19868000000000000000000
212,111710,47.12804000000000000000000,-104.69305000000000000000000
213,130943,35.67983000000000000000000,-105.94911000000000000000000
214,260048,40.39235000000000000000000,-111.57907000000000000000000
215,138099,38.94711000000000000000000,-76.86237000000000000000000
216,141022,33.38549000000000000000000,-111.69187000000000000000000
217,271899,34.00230000000000000000000,-96.41020000000000000000000
218,106913,35.83632000000000000000000,-78.67369000000000000000000
219,115669,36.65133000000000000000000,-93.26739000000000000000000
220,192666,30.21696000000000000000000,-97.68981000000000000000000
221,194753,37.31599000000000000000000,-121.97733000000000000000000
222,211550,46.38015000000000000000000,-94.25212000000000000000000
223,119064,41.66991000000000000000000,-73.92940000000000000000000
224,161680,37.11176000000000000000000,-84.09708000000000000000000
225,205281,39.66829000000000000000000,-75.67294000000000000000000
226,257727,32.57716000000000000000000,-82.31702000000000000000000
227,162499,45.52554000000000000000000,-73.52273000000000000000000
228,107966,37.98478000000000000000000,-121.24788000000000000000000
229,108215,40.01558000000000000000000,-79.07963000000000000000000
230,264711,43.33131000000000000000000,-71.00638000000000000000000
231,116622,44.63993000000000000000000,-63.56888000000000000000000
232,273118,35.13764000000000000000000,-80.93059000000000000000000
233,117641,33.72371000000000000000000,-116.33127000000000000000000
234,210748,26.47585000000000000000000,-81.83704000000000000000000
235,275809,38.23169000000000000000000,-84.53703000000000000000000
236,238388,40.52706000000000000000000,-75.06022000000000000000000
237,138297,25.80809000000000000000000,-80.27500000000000000000000
238,195606,29.96529000000000000000000,-90.06773000000000000000000
239,118245,27.70945000000000000000000,-97.37841000000000000000000
240,172778,34.68539000000000000000000,-118.13460000000000000000000
241,200418,40.12121000000000000000000,-84.61969000000000000000000
242,264511,34.16441000000000000000000,-99.31527000000000000000000
243,128573,34.05311000000000000000000,-118.24781000000000000000000
244,227860,38.92094000000000000000000,-75.43930000000000000000000
245,119562,47.61318000000000000000000,-122.34009000000000000000000
246,246795,43.08864000000000000000000,-78.97489000000000000000000
247,210946,39.41437000000000000000000,-75.03875000000000000000000
248,138852,44.80814000000000000000000,-68.81597000000000000000000
249,200369,53.30156000000000000000000,-113.54570000000000000000000
250,149180,37.16338000000000000000000,-113.44756000000000000000000
251,216264,41.35589000000000000000000,-72.21040000000000000000000
252,333167,38.23976000000000000000000,-78.11303000000000000000000
253,114401,21.27176000000000000000000,-157.82098000000000000000000
254,264411,27.21694000000000000000000,-80.83003000000000000000000
255,204162,41.36404000000000000000000,-85.08115000000000000000000
256,210897,42.94140000000000000000000,-123.28994000000000000000000
257,192011,38.97143000000000000000000,-92.33366000000000000000000
258,162948,31.31860000000000000000000,-86.45327000000000000000000
259,164371,41.22655000000000000000000,-75.24170000000000000000000
260,261016,44.72716000000000000000000,-93.20853000000000000000000
261,377970,29.20237000000000000000000,-80.99618000000000000000000
262,126750,37.26082000000000000000000,-76.64040000000000000000000
263,114501,44.85706000000000000000000,-93.34766000000000000000000
264,133485,31.58689000000000000000000,-84.18482000000000000000000
265,171504,32.88547000000000000000000,-96.96722000000000000000000
266,377870,44.35459000000000000000000,-103.77864000000000000000000
267,124978,34.19345000000000000000000,-80.68765000000000000000000
268,106043,41.49483000000000000000000,-88.16615000000000000000000
269,202341,32.79454000000000000000000,-96.69854000000000000000000
270,214341,38.44705000000000000000000,-105.19333000000000000000000
271,114650,33.88396000000000000000000,-84.46361000000000000000000
272,203947,35.24291000000000000000000,-77.57970000000000000000000
273,119379,30.39714000000000000000000,-97.73519000000000000000000
274,143260,44.52590000000000000000000,-68.40032000000000000000000
275,206887,42.72693000000000000000000,-84.45341000000000000000000
276,212082,37.63088000000000000000000,-122.40767000000000000000000
277,232357,38.90199000000000000000000,-77.02607000000000000000000
278,109870,35.06115000000000000000000,-90.01093000000000000000000
279,194770,38.37090000000000000000000,-97.62503000000000000000000
280,205985,32.93453000000000000000000,-80.04985000000000000000000
281,212320,36.34786000000000000000000,-88.87333000000000000000000
282,276158,40.12644000000000000000000,-74.96740000000000000000000
283,314532,33.35358000000000000000000,-84.12279000000000000000000
284,132732,44.26419000000000000000000,-88.46827000000000000000000
285,138397,45.44593000000000000000000,-73.47098000000000000000000
286,112025,45.01866000000000000000000,-93.18719000000000000000000
287,141792,33.32292000000000000000000,-105.62778000000000000000000
288,211865,40.45902000000000000000000,-90.69078000000000000000000
289,210614,39.27329000000000000000000,-84.43787000000000000000000
290,113382,30.34525000000000000000000,-97.69675000000000000000000
291,115303,38.68389000000000000000000,-90.01335000000000000000000
292,216513,34.28063000000000000000000,-88.71369000000000000000000
293,220355,40.76179000000000000000000,-73.75974000000000000000000
294,364353,43.56861000000000000000000,-89.46987000000000000000000
295,106813,38.98707000000000000000000,-76.54407000000000000000000
296,139201,32.50047000000000000000000,-94.75091000000000000000000
297,203143,45.53131000000000000000000,-122.69397000000000000000000
298,236316,28.33650000000000000000000,-81.53449000000000000000000
299,134553,41.91931000000000000000000,-72.67194000000000000000000
300,194653,42.70462000000000000000000,-84.50037000000000000000000
301,226475,29.83283000000000000000000,-95.55957000000000000000000
302,253279,33.65299000000000000000000,-84.01079000000000000000000
303,148476,40.55427000000000000000000,-81.91773000000000000000000
304,141222,26.46258000000000000000000,-80.05824000000000000000000
305,209042,44.98824000000000000000000,-122.98907000000000000000000
306,150614,37.98467000000000000000000,-121.34126000000000000000000
307,201222,41.80720000000000000000000,-73.11117000000000000000000
308,161729,40.84978000000000000000000,-96.68301000000000000000000
309,260535,33.55281000000000000000000,-80.82714000000000000000000
310,141909,26.79236000000000000000000,-80.03456000000000000000000
311,264494,47.50740000000000000000000,-117.56584000000000000000000
312,183123,32.80695000000000000000000,-83.72743000000000000000000
313,192615,34.69711000000000000000000,-79.92424000000000000000000
314,196376,37.79930000000000000000000,-122.44041000000000000000000
315,360924,39.93244000000000000000000,-77.63347000000000000000000
316,127852,48.84219000000000000000000,2.36351000000000000000000
317,125848,41.32881000000000000000000,-82.62092000000000000000000
318,115852,42.15380000000000000000000,-87.86942000000000000000000
319,129475,39.74450000000000000000000,-104.98357000000000000000000
320,111925,34.52074000000000000000000,-112.47936000000000000000000
321,134991,43.10966000000000000000000,-87.91661000000000000000000
322,113597,34.03612000000000000000000,-84.57527000000000000000000
323,181517,45.17986000000000000000000,-109.24804000000000000000000
324,201571,31.08041000000000000000000,-97.41114000000000000000000
325,205851,31.50768000000000000000000,-97.14262000000000000000000
326,269357,30.66661000000000000000000,-87.85415000000000000000000
327,136259,41.58042000000000000000000,-109.25943000000000000000000
328,201437,34.91412000000000000000000,-85.12442000000000000000000
329,183572,40.85149000000000000000000,-81.44033000000000000000000
330,134304,35.93014000000000000000000,-79.03395000000000000000000
331,209695,42.65956000000000000000000,-83.42704000000000000000000
332,208023,39.12000000000000000000000,-84.85075000000000000000000
333,202124,33.30521000000000000000000,-111.96609000000000000000000
334,132532,40.69385000000000000000000,-89.59169000000000000000000
335,138182,33.57252000000000000000000,-112.11678000000000000000000
336,122204,45.52133000000000000000000,-122.67858000000000000000000
337,209844,45.53155000000000000000000,-122.65555000000000000000000
338,117573,33.65401000000000000000000,-117.86919000000000000000000
339,395603,36.16575000000000000000000,-80.25946000000000000000000
340,112612,35.13872000000000000000000,-90.02683000000000000000000
341,130711,34.45235000000000000000000,-93.07271000000000000000000
342,133219,45.88876000000000000000000,-89.70304000000000000000000
343,188003,42.77534000000000000000000,-96.18321000000000000000000
344,267336,43.65850000000000000000000,-84.23264000000000000000000
345,216728,61.18597000000000000000000,-149.91870000000000000000000
346,206300,44.26084000000000000000000,-76.97123000000000000000000
347,209595,26.12813000000000000000000,-97.17107000000000000000000
348,138380,42.30506000000000000000000,-87.87640000000000000000000
349,149495,43.11961000000000000000000,-89.31988000000000000000000
350,197693,32.60575000000000000000000,-85.43087000000000000000000
351,128888,26.54620000000000000000000,-81.79954000000000000000000
352,117209,46.22235000000000000000000,-119.22723000000000000000000
353,197461,44.86414000000000000000000,-93.05529000000000000000000
354,170972,27.98166000000000000000000,-82.38047000000000000000000
355,125012,45.99322000000000000000000,-123.92484000000000000000000
356,108032,36.04136000000000000000000,-86.77719000000000000000000
357,142158,38.86172000000000000000000,-79.85938000000000000000000
358,269506,27.95797000000000000000000,-82.53292000000000000000000
359,224637,35.52337000000000000000000,-97.53655000000000000000000
360,236284,33.41525000000000000000000,-84.15544000000000000000000
361,149463,30.03865000000000000000000,-94.15921000000000000000000
362,263088,33.63463000000000000000000,-112.37681000000000000000000
363,311286,37.35540000000000000000000,-89.61015000000000000000000
364,132987,30.20956000000000000000000,-85.86528000000000000000000
365,175446,37.38116000000000000000000,-122.07438000000000000000000
366,308467,42.58469000000000000000000,-72.61777000000000000000000
367,261414,33.85604000000000000000000,-118.30347000000000000000000
368,142247,34.78146000000000000000000,-77.38714000000000000000000
369,427636,43.04870000000000000000000,-74.85940000000000000000000
370,116316,41.92740000000000000000000,-72.67028000000000000000000
371,217687,40.45931000000000000000000,-106.81804000000000000000000
372,150846,44.08267000000000000000000,-123.03942000000000000000000
373,106392,38.73845000000000000000000,-90.36837000000000000000000
374,209672,30.43654000000000000000000,-88.53085000000000000000000
375,243257,36.20026000000000000000000,-80.81180000000000000000000
376,333210,34.43587000000000000000000,-85.75274000000000000000000
377,131719,35.38883000000000000000000,-97.53315000000000000000000
378,140418,44.89093000000000000000000,-123.03483000000000000000000
379,276656,38.85474000000000000000000,-94.82446000000000000000000
380,255357,38.31037000000000000000000,-77.50761000000000000000000
381,412594,40.30446000000000000000000,-76.85526000000000000000000
382,142390,33.20637000000000000000000,-96.63800000000000000000000
383,208931,42.56350000000000000000000,-114.48445000000000000000000
384,218128,50.11924000000000000000000,-122.94434000000000000000000
385,247342,52.22928000000000000000000,-0.86578000000000000000000
386,236473,39.84876000000000000000000,-84.19217000000000000000000
387,206864,41.02382000000000000000000,-74.76871000000000000000000
388,334807,36.18783000000000000000000,-80.27409000000000000000000
389,422624,40.66543000000000000000000,-111.51310000000000000000000
390,152675,41.56044000000000000000000,-70.60840000000000000000000
391,126873,40.36262000000000000000000,-74.59817000000000000000000
392,169632,34.78132000000000000000000,-92.21981000000000000000000
393,368744,33.41514000000000000000000,-111.84486000000000000000000
394,343274,33.40425000000000000000000,-84.59801000000000000000000
395,380744,25.97316000000000000000000,-81.73112000000000000000000
396,276490,31.03491000000000000000000,-104.85603000000000000000000
397,120753,43.61573000000000000000000,-116.20619000000000000000000
398,150044,43.98825000000000000000000,-124.10132000000000000000000
399,344176,40.90334000000000000000000,-89.49381000000000000000000
400,277987,29.23766000000000000000000,-81.03207000000000000000000
401,133064,22.05723000000000000000000,-159.32378000000000000000000
402,108187,40.08995000000000000000000,-75.38887000000000000000000
403,137733,38.90755000000000000000000,-77.04540000000000000000000
404,193419,29.98243000000000000000000,-95.27986000000000000000000
405,208261,31.61972000000000000000000,-84.22666000000000000000000
406,354134,43.20838000000000000000000,-77.67168000000000000000000
407,424021,44.88932000000000000000000,-97.09297000000000000000000
408,184027,30.50044000000000000000000,-84.25047000000000000000000
409,145321,44.88929000000000000000000,-124.02302000000000000000000
410,207691,40.41575000000000000000000,-3.70617000000000000000000
411,279121,39.48078000000000000000000,-76.25381000000000000000000
412,131951,33.83220000000000000000000,-118.25942000000000000000000
413,142356,46.42981000000000000000000,-116.98609000000000000000000
414,199848,35.52886000000000000000000,-97.57151000000000000000000
415,142379,33.68424000000000000000000,-93.60941000000000000000000
416,176339,39.74729000000000000000000,-92.50190000000000000000000
417,206655,38.60400000000000000000000,-89.98173000000000000000000
418,226377,39.55678000000000000000000,-104.76938000000000000000000
419,231123,42.85668000000000000000000,-106.32481000000000000000000
420,124574,41.58862000000000000000000,-93.61598000000000000000000
421,150637,26.13834000000000000000000,-81.78093000000000000000000
422,127082,35.44485000000000000000000,-97.60114000000000000000000
423,115180,25.91312000000000000000000,-80.32284000000000000000000
424,116677,36.96541000000000000000000,-122.02555000000000000000000
425,219198,39.47522000000000000000000,-119.81166000000000000000000
426,231198,39.45564000000000000000000,-123.80544000000000000000000
427,115105,42.66503000000000000000000,-83.24585000000000000000000
428,256470,30.72509000000000000000000,-85.18537000000000000000000
429,267296,41.64930000000000000000000,-73.92682000000000000000000
430,135772,32.43702000000000000000000,-81.78484000000000000000000
431,180392,35.64356000000000000000000,-106.01010000000000000000000
432,163412,39.30855000000000000000000,-94.68397000000000000000000
433,118815,31.78410000000000000000000,-85.96009000000000000000000
434,264983,35.04356000000000000000000,-85.15868000000000000000000
435,107694,39.31864000000000000000000,-76.74538000000000000000000
436,194893,33.05243000000000000000000,-117.29552000000000000000000
437,273473,48.78145000000000000000000,-122.48608000000000000000000
438,110929,30.68139000000000000000000,-83.22020000000000000000000
439,120830,50.84078000000000000000000,4.33935000000000000000000
440,116007,42.90857000000000000000000,-78.77271000000000000000000
441,111238,34.09697000000000000000000,-118.29176000000000000000000
442,120521,41.07709000000000000000000,-75.69243000000000000000000
443,118517,34.74766000000000000000000,-92.39707000000000000000000
444,256459,39.27739000000000000000000,-74.57185000000000000000000
445,113299,29.48438000000000000000000,-98.53409000000000000000000
446,411392,26.46368000000000000000000,-80.07110000000000000000000
447,137933,46.11451000000000000000000,-74.59276000000000000000000
448,216181,39.62408000000000000000000,-79.96307000000000000000000
449,138869,43.44906000000000000000000,-80.48735000000000000000000
450,150869,33.78695000000000000000000,-78.99377000000000000000000
451,201182,33.46643000000000000000000,-86.82807000000000000000000
452,202018,29.93853000000000000000000,-93.98244000000000000000000
453,202811,40.28452000000000000000000,-79.54867000000000000000000
454,277217,41.57391000000000000000000,-72.77009000000000000000000
455,216828,29.89345000000000000000000,-97.91339000000000000000000
456,193319,35.02891000000000000000000,-85.36224000000000000000000
457,263254,34.90763000000000000000000,-95.74527000000000000000000
458,362158,36.30374000000000000000000,-86.61703000000000000000000
459,243432,37.05494000000000000000000,-94.48023000000000000000000
460,258531,27.89354000000000000000000,-82.72654000000000000000000
461,268023,42.27719000000000000000000,-73.28329000000000000000000
462,132085,30.32084000000000000000000,-97.70942000000000000000000
463,115314,39.39639000000000000000000,-74.54767000000000000000000
464,264826,33.00492000000000000000000,-116.78256000000000000000000
465,226120,29.75818000000000000000000,-95.36268000000000000000000
466,195234,45.66113000000000000000000,-118.80528000000000000000000
467,111138,38.45531000000000000000000,-78.02097000000000000000000
468,142181,38.37045000000000000000000,-97.62734000000000000000000
469,230164,43.28454000000000000000000,-70.97921000000000000000000
470,117352,35.51491000000000000000000,-83.08316000000000000000000
471,142656,35.90100000000000000000000,-84.17173000000000000000000
472,127809,40.25610000000000000000000,-75.72421000000000000000000
473,134000,36.75705000000000000000000,-86.21382000000000000000000
474,215222,36.23976000000000000000000,-115.11904000000000000000000
475,130322,33.88196000000000000000000,-118.02433000000000000000000
476,278162,41.95575000000000000000000,-86.35775000000000000000000
477,132151,37.98385000000000000000000,-121.35353000000000000000000
478,189609,32.37976000000000000000000,-95.33153000000000000000000
479,121357,25.80787000000000000000000,-80.28300000000000000000000
480,265951,30.36743000000000000000000,-87.68581000000000000000000
481,143083,41.73096000000000000000000,-71.43706000000000000000000
482,346205,38.24815000000000000000000,-77.49895000000000000000000
483,138437,31.04028000000000000000000,-104.82442000000000000000000
484,234910,44.06513000000000000000000,-121.30254000000000000000000
485,192792,34.75881000000000000000000,-85.00348000000000000000000
486,106724,38.96009000000000000000000,-92.29341000000000000000000
487,130256,29.28430000000000000000000,-81.03614000000000000000000
488,192151,31.16654000000000000000000,-81.39925000000000000000000
489,224139,38.48789000000000000000000,-107.86144000000000000000000
490,198912,20.95173000000000000000000,-156.68703000000000000000000
491,109498,34.47247000000000000000000,-84.92174000000000000000000
492,112867,29.55661000000000000000000,-95.07590000000000000000000
493,393301,33.60840000000000000000000,-117.92859000000000000000000
494,187637,40.58121000000000000000000,-83.07391000000000000000000
495,258806,27.31115000000000000000000,-82.57406000000000000000000
496,325149,32.00233000000000000000000,-81.28055000000000000000000
497,240249,37.14798000000000000000000,-76.45925000000000000000000
