Clav_Hotel_Buscado,Clav_Hotel_Recomendado,Rank
3763,722,10
3763,719,11
3763,710,12
3763,3572,13
3763,2879,14
3763,2003,15
3763,720,16
3763,440,17
3763,638,18
3763,532,19
3763,534,20
3764,3764,1
3764,2850,2
3764,1168,3
3764,1248,4
3764,1299,5
3764,1060,6
3764,3318,7
3764,1766,8
3764,2030,9
3764,3545,10
3764,3014,11
3764,4332,12
3766,3766,1
3766,2899,2
3766,2526,3
3766,2724,4
3766,2346,5
3766,390,6
3766,1131,7
3766,3053,8
3766,476,9
3766,225,10
3766,543,11
3766,3756,12
3766,3231,13
3766,1021,14
3766,707,15
3766,3288,16
3766,3936,17
3766,1698,18
3766,999,19
3766,529,20
3767,3767,1
3767,1397,2
3767,3636,3
3767,2036,4
3767,437,5
3767,125,6
3767,4029,7
3767,3998,8
3767,3393,9
3767,2202,10
3767,2937,11
3767,4295,12
3767,2394,13
3767,4203,14
3767,4130,15
3767,4302,16
3767,4249,17
3767,383,18
3767,1439,19
3767,569,20
3768,3768,1
3768,62,2
3768,371,3
3768,2128,4
3768,355,5
3768,1467,6
3768,99,7
3768,394,8
3768,1468,9
3768,18,10
3768,4285,11
3768,395,12
3768,174,13
3768,2682,14
3768,366,15
3768,309,16
3768,227,17
3768,601,18
3768,1053,19
3768,418,20
3769,3769,1
3769,152,2
3769,1357,3
3769,2038,4
3769,892,5
3769,852,6
3769,953,7
3769,1441,8
3769,3837,9
3769,2714,10
3769,2084,11
3769,3577,12
3769,1406,13
3769,4316,14
3769,4160,15
3769,1445,16
3769,2868,17
3769,4322,18
3771,3771,1
3771,2947,2
3771,623,3
3771,1136,4
3771,843,5
3771,1076,6
3771,1277,7
3771,735,8
3771,1787,9
3771,886,10
3771,734,11
3771,1915,12
3771,730,13
3771,4064,14
3771,729,15
3771,1566,16
3771,716,17
3771,902,18
3771,1368,19
3771,933,20
3772,1155,1
3772,1302,2
3772,3594,3
3772,888,4
3772,1712,5
3772,1134,6
3772,887,7
3772,3139,8
3772,1992,9
3772,874,10
3772,1029,11
3772,2501,12
3772,3248,13
3772,3437,14
3772,889,15
3772,3045,16
3772,1732,17
3772,6632,18
3772,962,19
3772,4019,20
3775,3775,1
3775,544,2
3775,3877,3
3775,3756,4
3775,483,5
3775,1131,6
3775,1045,7
3775,1803,8
3775,4211,9
3775,3766,10
3778,3778,1
3778,1500,2
3778,1631,3
3778,637,4
3778,1223,5
3778,1201,6
3778,1632,7
3778,1316,8
3778,4030,9
3778,619,10
3778,1200,11
3778,1328,12
3778,1650,13
3778,1199,14
3778,510,15
3778,2074,16
3778,2194,17
3778,1710,18
3778,694,19
3778,102,20
3779,3779,1
3779,729,2
3779,2178,3
3779,2091,4
3779,1405,5
3779,1566,6
3779,2696,7
3779,910,8
3779,3170,9
3779,1368,10
3779,1954,11
3779,985,12
3779,1568,13
3779,716,14
3779,920,15
3779,1761,16
3779,734,17
3779,1990,18
3779,3044,19
3779,3194,20
3780,3780,1
3780,4214,2
3780,3405,3
3780,2150,4
3780,1916,5
3780,1089,6
3780,1737,7
3780,2138,8
3780,1552,9
3780,3641,10
3780,3953,11
3780,2062,12
3780,2165,13
3780,4247,14
3780,1583,15
3780,1001,16
3780,3369,17
3781,3781,1
3781,3152,2
3781,2381,3
3781,3016,4
3781,3803,5
3781,1678,6
3781,1679,7
3781,1783,8
3781,2055,9
3781,4174,10
3783,3783,1
3783,4047,2
3783,3857,3
3783,1104,4
3783,785,5
3783,711,6
3783,705,7
3783,695,8
3783,3683,9
3783,709,10
3783,3520,11
3783,3879,12
3783,2894,13
3783,782,14
3783,1106,15
3784,3784,1
3784,3851,2
3784,4153,3
3784,890,4
3784,1293,5
3784,3142,6
3784,4154,7
3784,3141,8
3784,878,9
3784,2959,10
3785,3785,1
3785,2879,2
3785,720,3
3785,710,4
3785,440,5
3785,400,6
3785,721,7
3785,1489,8
3785,532,9
3785,534,10
3785,142,11
3785,651,12
3785,2003,13
3785,803,14
3785,610,15
3785,638,16
3785,2370,17
3785,1706,18
3785,587,19
3785,719,20
3786,3786,1
3786,4183,2
3786,1865,3
3786,3065,4
3786,3820,5
3786,1869,6
3786,1336,7
3786,1703,8
3786,3987,9
3786,842,10
3786,718,11
3786,1338,12
3786,1335,13
3786,3843,14
3786,1032,15
3786,3994,16
3786,3797,17
3786,3544,18
3786,3847,19
3786,3575,20
3788,1573,1
3788,1001,2
3788,1556,3
3788,1034,4
3788,894,5
3788,1714,6
3788,2969,7
3788,3372,8
3788,3989,9
3788,2508,10
3788,3966,11
3788,3066,12
3788,1584,13
3788,3658,14
3788,3761,15
3788,4112,16
3788,3017,17
3788,3379,18
3788,3760,19
3788,4075,20
3789,3789,1
3789,2159,2
3789,804,3
3789,625,4
3789,635,5
3789,779,6
3789,808,7
3789,788,8
3789,1139,9
3789,1424,10
3789,1196,11
3789,786,12
3789,4159,13
3789,1964,14
3789,2686,15
3789,2839,16
3789,930,17
3789,2321,18
3789,2240,19
3789,750,20
3790,3790,1
3790,4120,2
3790,749,3
3790,1490,4
3790,2824,5
3790,3808,6
3790,2170,7
3790,2211,8
3790,1522,9
3790,1523,10
3790,4139,11
3790,1991,12
3790,3135,13
3790,1158,14
3790,3330,15
3790,2163,16
3790,2593,17
3790,1139,18
3790,780,19
3790,1542,20
3791,3791,1
3791,4255,2
3791,390,3
3791,121,4
3791,3981,5
3791,3053,6
3791,3946,7
3791,3288,8
3791,225,9
3791,1803,10
3791,191,11
3791,476,12
3791,1838,13
3791,1698,14
3791,334,15
3791,138,16
3791,228,17
3791,1694,18
3791,3533,19
3791,4059,20
3792,3792,1
3792,4080,2
3792,2014,3
3792,686,4
3792,1279,5
3792,1619,6
3792,1918,7
3792,4087,8
3792,793,9
3792,1396,10
3792,2305,11
3792,3817,12
3792,1367,13
3792,2197,14
3792,3656,15
3792,1278,16
3792,1008,17
3792,871,18
3792,1015,19
3792,879,20
3793,3793,1
3793,1640,2
3793,1358,3
3793,4236,4
3793,3710,5
3793,1333,6
3793,1637,7
3793,3910,8
3793,1763,9
3793,3691,10
3793,2183,11
3793,1135,12
3793,1258,13
3793,973,14
3793,3849,15
3793,3845,16
3793,1426,17
3793,3730,18
3793,1790,19
3793,3802,20
3794,1970,1
3794,1572,2
3794,1555,3
3794,2437,4
3794,1786,5
3794,3440,6
3794,3613,7
3794,1549,8
3794,4123,9
3794,3526,10
3794,1582,11
3794,2229,12
3794,2156,13
3794,1967,14
3794,2715,15
3794,2853,16
3794,3442,17
3794,3921,18
3794,2545,19
3794,4205,20
3795,3795,1
3795,3018,2
3795,4190,3
3795,1226,4
3795,1895,5
3795,1040,6
3795,3444,7
3795,4150,8
3795,3303,9
3795,3940,10
3795,3552,11
3795,3583,12
3795,3679,13
3795,3019,14
3795,1178,15
3795,3243,16
3795,3267,17
3795,6631,18
3795,3582,19
3795,1133,20
3796,1666,1
3796,849,2
3796,915,3
3796,1744,4
3796,1538,5
3796,1506,6
3796,1245,7
3796,2040,8
3796,1291,9
3796,1494,10
3796,1497,11
3796,875,12
3796,856,13
3796,1511,14
3796,876,15
3796,1502,16
3796,4,17
3796,1244,18
3796,1501,19
3796,4144,20
3797,637,1
3797,1632,2
3797,1588,3
3797,2309,4
3797,688,5
3797,1016,6
3797,1963,7
3797,1325,8
3797,3319,9
3797,3847,10
3797,4333,11
3797,1079,12
3797,1035,13
3797,2935,14
3797,2338,15
3797,4057,16
3797,3786,17
3797,3575,18
3797,3841,19
3797,3544,20
3798,3798,1
3798,10220088,2
3798,10105687,3
3798,10105649,4
3798,10112870,5
3798,10105342,6
3798,10111514,7
3798,10216606,8
3798,10107211,9
3798,10109131,10
3798,10131679,11
3798,10109050,12
3798,4043,13
3798,10112854,14
3798,10105304,15
3798,10191275,16
3798,10117242,17
3798,10124965,18
3798,10108176,19
3798,10204147,20
3799,3799,1
3799,3294,2
3799,3300,3
3799,2774,4
3799,2201,5
3799,2203,6
3799,3184,7
3799,1092,8
3799,1085,9
3799,2131,10
3799,725,11
3799,251,12
3799,373,13
3799,2022,14
3799,340,15
3799,1899,16
3799,2544,17
3799,3057,18
3799,3880,19
3801,1401,1
3801,1373,2
3801,1038,3
3801,2892,4
3801,1043,5
3801,3590,6
3801,3147,7
3801,767,8
3801,1002,9
3801,1039,10
3801,1399,11
3801,1012,12
3801,2685,13
3801,2356,14
3801,3317,15
3801,873,16
3801,3255,17
3801,4188,18
3801,2933,19
3801,4243,20
3802,3376,1
3802,1875,2
3802,1275,3
3802,1371,4
3802,3730,5
3802,1771,6
3802,3651,7
3802,3710,8
3802,3910,9
3802,4083,10
3802,1638,11
3802,4296,12
3802,3648,13
3802,3849,14
3802,3845,15
3802,3793,16
3802,4067,17
3802,2252,18
3802,1162,19
3802,4015,20
3803,3803,1
3803,3016,2
3803,3152,3
3803,2381,4
3803,3781,5
3803,10129121,6
3803,1966,7
3803,2684,8
3803,2080,9
3803,2771,10
3804,3804,1
3804,1893,2
3804,3838,3
3804,3033,4
3804,1806,5
3804,2440,6
3804,4230,7
3804,2893,8
3804,2938,9
3804,2922,10
3804,4092,11
3804,809,12
3804,2836,13
3804,1031,14
3804,994,15
3804,2073,16
3804,820,17
3804,832,18
3804,3660,19
3804,4099,20
3805,3805,1
3805,1788,2
3805,3262,3
3805,1924,4
3805,2945,5
3805,816,6
3805,808,7
3805,634,8
3805,626,9
3805,635,10
3805,1066,11
3805,2163,12
3805,777,13
3805,1558,14
3805,2240,15
3805,2686,16
3805,1802,17
3805,810,18
3805,789,19
3805,1331,20
3806,52,1
3806,60,2
3806,2793,3
3806,413,4
3806,2088,5
3806,94,6
3806,118,7
3806,2870,8
3806,4278,9
3806,3472,10
3806,2688,11
3806,4279,12
3806,372,13
3806,655,14
3806,4272,15
3806,4248,16
3806,240,17
3806,4096,18
3806,3620,19
3806,3181,20
3807,3807,1
3807,835,2
3807,2068,3
3807,1146,4
3807,1355,5
3807,773,6
3807,3812,7
3807,2154,8
3807,2073,9
3807,2130,10
3807,3660,11
3807,2954,12
3807,994,13
3807,1887,14
3807,1031,15
3807,676,16
3807,809,17
3807,862,18
3807,3188,19
3807,1796,20
3808,3808,1
3808,2593,2
3808,2839,3
3808,780,4
3808,1817,5
3808,749,6
3808,2160,7
3808,1991,8
3808,3135,9
3808,1522,10
3808,2072,11
3808,1523,12
3808,2211,13
3808,1158,14
3808,3330,15
3808,930,16
3808,788,17
3808,1558,18
3808,2163,19
3808,1142,20
3809,3809,1
3809,3094,2
3809,1156,3
3809,1208,4
3809,1141,5
3809,3889,6
3809,1166,7
3809,1812,8
3809,1124,9
3809,696,10
3809,2124,11
3809,2167,12
3809,3149,13
3809,3828,14
3809,2816,15
3809,4140,16
3809,1902,17
3809,1137,18
3809,513,19
3809,3893,20
3810,3810,1
3810,4274,2
3810,1197,3
3810,3151,4
3810,3043,5
3810,845,6
3810,975,7
3810,1952,8
3810,1264,9
3810,714,10
3810,173,11
3810,698,12
3810,4226,13
3810,1332,14
3810,3741,15
3810,3715,16
3811,3811,1
3811,3309,2
3811,1050,3
3811,3466,4
3811,4217,5
3811,1667,6
3811,4126,7
3811,936,8
3811,3626,9
3811,1422,10
3811,1423,11
3811,2157,12
3811,3221,13
3811,4124,14
3812,3812,1
3812,1355,2
3812,2068,3
3812,835,4
3812,3807,5
3812,817,6
3812,2954,7
3812,2154,8
3812,4133,9
3812,2073,10
3812,862,11
3812,1146,12
3812,1708,13
3812,994,14
3812,3660,15
3812,3169,16
3812,1887,17
3812,809,18
3812,832,19
3812,1031,20
3813,967,1
3813,1691,2
3813,2844,3
3813,193,4
3813,1536,5
3813,4129,6
3813,3978,7
3813,3282,8
3813,3297,9
3813,2177,10
3813,2700,11
3813,1840,12
3813,1674,13
3813,825,14
3813,3732,15
3813,3726,16
3813,1797,17
3813,3846,18
3813,1651,19
3813,1696,20
3814,3814,1
3814,1566,2
3814,730,3
3814,1368,4
3814,880,5
3814,1076,6
3814,729,7
3814,716,8
3814,886,9
3814,1915,10
3814,1761,11
3814,735,12
3814,734,13
3814,910,14
3814,3448,15
3814,1787,16
3814,1277,17
3814,985,18
3814,623,19
3814,2947,20
3815,3815,1
3815,3559,2
3815,1822,3
3815,1876,4
3815,1289,5
3815,3605,6
3815,3469,7
3815,1084,8
3815,1669,9
3815,2442,10
3815,918,11
3815,768,12
3815,1477,13
3815,1322,14
3815,828,15
3815,1321,16
3815,3956,17
3815,3367,18
3815,3662,19
3815,1603,20
3816,3333,1
3816,10254164,2
3816,1919,3
3816,10191981,4
3816,10131829,5
3816,10140313,6
3816,10175548,7
3816,1102,8
3816,10108520,9
3816,10126857,10
3816,10111821,11
3816,2556,12
3816,10173949,13
3816,1334,14
3816,2500,15
3816,10171318,16
3816,10114468,17
3816,10121903,18
3816,1432,19
3816,10215049,20
3817,1098,1
3817,6626,2
3817,737,3
3817,819,4
3817,1621,5
3817,4288,6
3817,993,7
3817,1046,8
3817,681,9
3817,4200,10
3817,1382,11
3817,678,12
3817,1394,13
3817,701,14
3817,1407,15
3817,1367,16
3817,3792,17
3817,3701,18
3817,3703,19
3817,4161,20
3820,3820,1
3820,1869,2
3820,1865,3
3820,842,4
3820,646,5
3820,1703,6
3820,1633,7
3820,1338,8
3820,1335,9
3820,4183,10
3820,3718,11
3820,1323,12
3820,1336,13
3820,718,14
3820,3987,15
3820,3065,16
3820,1032,17
3820,2873,18
3820,4038,19
3820,1636,20
3821,3821,1
3821,1073,2
3821,62,3
3821,1624,4
3821,1053,5
3821,394,6
3821,601,7
3821,1074,8
3821,395,9
3821,380,10
3821,3768,11
3821,811,12
3821,3429,13
3821,2688,14
3821,1564,15
3821,526,16
3821,3517,17
3821,979,18
3821,3410,19
3821,3685,20
3827,3827,1
3827,662,2
3827,484,3
3827,3791,4
3827,848,5
3827,1108,6
3827,3155,7
3827,1694,8
3827,1663,9
3827,529,10
3828,3889,1
3828,1812,2
3828,2167,3
3828,4215,4
3828,1137,5
3828,1124,6
3828,3149,7
3828,2124,8
3828,2333,9
3828,1166,10
3828,3915,11
3828,4312,12
3828,513,13
3828,925,14
3828,846,15
3828,3859,16
3828,2816,17
3828,3893,18
3828,864,19
3828,4240,20
3829,3829,1
3829,3185,2
3829,2694,3
3829,4147,4
3829,3228,5
3829,2042,6
3829,663,7
3829,4119,8
3829,52,9
3829,1617,10
3829,109,11
3829,450,12
3829,70,13
3829,447,14
3829,1470,15
3829,95,16
3829,2902,17
3829,2979,18
3829,143,19
3829,2020,20
3830,3830,1
3830,4221,2
3830,1810,3
3830,1416,4
3830,115,5
3830,1528,6
3830,4037,7
3830,723,8
3830,1080,9
3830,977,10
3830,1118,11
3830,1493,12
3830,736,13
3830,850,14
3830,105,15
3830,195,16
3830,981,17
3830,746,18
3832,3832,1
3832,1793,2
3832,3253,3
3832,1882,4
3832,1646,5
3832,1171,6
3832,1234,7
3832,3237,8
3832,1623,9
3832,2096,10
3833,3833,1
3833,2781,2
3833,487,3
3833,230,4
3833,2780,5
3833,3834,6
3833,1697,7
3833,358,8
3833,2884,9
3833,508,10
3833,4210,11
3833,3229,12
3833,426,13
3833,384,14
3833,2033,15
3833,429,16
3833,2728,17
3833,2037,18
3833,602,19
3833,1545,20
3834,3834,1
3834,2780,2
3834,487,3
3834,3833,4
3834,230,5
3834,2781,6
3834,4210,7
3834,3229,8
3834,508,9
3834,358,10
3834,2884,11
3834,384,12
3834,2728,13
3834,426,14
3834,429,15
3834,2033,16
3834,3517,17
3834,3713,18
3834,602,19
3834,1268,20
3836,3836,1
3836,2186,2
3836,1454,3
3836,1833,4
3836,58,5
3836,1159,6
3836,1834,7
3836,1575,8
3836,2908,9
3836,2248,10
3836,2306,11
3836,3531,12
3837,3837,1
3837,3769,2
3837,953,3
3837,852,4
3837,1406,5
3837,3577,6
3837,892,7
3837,2038,8
3837,1441,9
3837,4316,10
3837,1357,11
3837,152,12
3837,2084,13
3837,2714,14
3837,4160,15
3837,1445,16
3837,2868,17
3837,4322,18
3838,3838,1
3838,3033,2
3838,1893,3
3838,4230,4
3838,2836,5
3838,1896,6
3838,2922,7
3838,773,8
3838,1031,9
3838,832,10
3838,994,11
3838,1796,12
3838,820,13
3838,3660,14
3838,1308,15
3838,2440,16
3838,1806,17
3838,2938,18
3838,2154,19
3838,4092,20
3839,3839,1
3839,421,2
3839,838,3
3839,3120,4
3839,2708,5
3839,448,6
3839,511,7
3839,524,8
3839,931,9
3839,916,10
3839,1067,11
3839,481,12
3839,591,13
3839,153,14
3839,1172,15
3839,687,16
3839,1507,17
3839,408,18
3839,1719,19
3839,775,20
3840,3840,1
3840,4142,2
3840,3664,3
3840,1414,4
3840,1415,5
3840,4261,6
3840,1382,7
3840,4200,8
3840,2402,9
3840,681,10
3841,3841,1
3841,3987,2
3841,1703,3
3841,1336,4
3841,718,5
3841,1335,6
3841,1338,7
3841,4038,8
3841,1636,9
3841,1869,10
3841,842,11
3841,1323,12
3841,1865,13
3841,1032,14
3841,4183,15
3841,3575,16
3841,3847,17
3841,3994,18
3841,3544,19
3841,3843,20
3842,3842,1
3842,1385,2
3842,2361,3
3842,1605,4
3842,1495,5
3842,3187,6
3842,1464,7
3842,1375,8
3842,1348,9
3842,1629,10
3842,1229,11
3842,4084,12
3842,1459,13
3842,3678,14
3842,2743,15
3842,4265,16
3842,3277,17
3843,3843,1
3843,3994,2
3843,3847,3
3843,3797,4
3843,1032,5
3843,4183,6
3843,3718,7
3843,2873,8
3843,926,9
3843,1869,10
3843,3820,11
3843,1336,12
3843,3987,13
3843,1213,14
3843,3065,15
3843,1323,16
3843,1865,17
3843,842,18
3843,4038,19
3843,1114,20
3844,1790,1
3844,1239,2
3844,1592,3
3844,1371,4
3844,1735,5
3844,1795,6
3844,4296,7
3844,2252,8
3844,3651,9
3844,1771,10
3844,3793,11
3844,3845,12
3844,3849,13
3844,4015,14
3844,4083,15
3844,1638,16
3844,1690,17
3844,3648,18
3844,1162,19
3844,4067,20
3845,3845,1
3845,3849,2
3845,3793,3
3845,1640,4
3845,3730,5
3845,1333,6
3845,4083,7
3845,1358,8
3845,3710,9
3845,1637,10
3845,1135,11
3845,1790,12
3845,1763,13
3845,2183,14
3845,1258,15
3845,1239,16
3845,1307,17
3845,3802,18
3845,4074,19
3845,3910,20
3846,3846,1
3846,825,2
3846,194,3
3846,2011,4
3846,822,5
3846,938,6
3846,1548,7
3846,712,8
3846,1792,9
3846,955,10
3846,1813,11
3846,193,12
3846,2852,13
3846,1576,14
3846,1691,15
3846,2844,16
3846,2349,17
3846,1508,18
3846,1674,19
3846,2453,20
3847,3886,1
3847,4038,2
3847,1830,3
3847,4109,4
3847,646,5
3847,799,6
3847,1636,7
3847,1659,8
3847,1661,9
3847,3544,10
3847,1532,11
3847,119,12
3847,150,13
3847,694,14
3847,1533,15
3847,3786,16
3847,1035,17
3847,2338,18
3847,2935,19
3847,4057,20
3848,2796,1
3848,2462,2
3848,1410,3
3848,1814,4
3848,1816,5
3848,2863,6
3848,4146,7
3848,2457,8
3848,1906,9
3848,1974,10
3848,1907,11
3848,3906,12
3848,1412,13
3848,1413,14
3848,2249,15
3848,2706,16
3848,3909,17
3848,1890,18
3848,3968,19
3848,3975,20
3849,3849,1
3849,3793,2
3849,1640,3
3849,3730,4
3849,1333,5
3849,4236,6
3849,3710,7
3849,1135,8
3849,1763,9
3849,2183,10
3849,3802,11
3849,4074,12
3849,3910,13
3849,1735,14
3849,3691,15
3849,973,16
3849,1426,17
3849,3040,18
3849,3757,19
3849,3844,20
3851,3851,1
3851,4153,2
3851,3784,3
3851,890,4
3851,1293,5
3851,3142,6
3851,4154,7
3851,3141,8
3851,878,9
3851,2959,10
3852,3852,1
3852,1199,2
3852,2875,3
3852,1217,4
3852,946,5
3852,510,6
3852,1319,7
3852,1201,8
3852,1633,9
3852,903,10
3852,945,11
3852,1114,12
3852,689,13
3852,644,14
3852,1335,15
3852,518,16
3852,1993,17
3852,441,18
3852,422,19
3852,683,20
3853,3853,1
3853,2208,2
3853,4328,3
3853,1354,4
3853,2952,5
3853,4216,6
3853,1343,7
3853,1344,8
3853,1364,9
3853,1317,10
3853,2769,11
3853,2319,12
3853,1360,13
3853,2401,14
3853,3980,15
3853,1856,16
3854,3854,1
3854,1788,2
3854,3330,3
3854,1033,4
3854,2163,5
3854,1139,6
3854,3268,7
3854,1331,8
3854,814,9
3854,1523,10
3854,808,11
3854,2160,12
3854,2072,13
3854,2211,14
3854,941,15
3854,930,16
3854,3291,17
3854,1558,18
3854,1424,19
3854,642,20
3855,3855,1
3855,502,2
3855,1971,3
3855,653,4
3855,393,5
3855,3899,6
3855,3278,7
3855,2019,8
3855,256,9
3855,3567,10
3855,503,11
3855,2086,12
3855,565,13
3855,3983,14
3855,461,15
3855,389,16
3855,521,17
3855,3404,18
3855,264,19
3855,1188,20
3856,4275,1
3856,6630,2
3856,667,3
3856,2869,4
3856,4237,5
3856,1007,6
3856,1877,7
3856,206,8
3856,1634,9
3856,4011,10
3856,4010,11
3856,1569,12
3856,702,13
3856,2732,14
3856,970,15
3856,988,16
3856,3281,17
3856,1645,18
3856,107,19
3856,830,20
3857,3857,1
3857,3783,2
3857,4047,3
3857,711,4
3857,1104,5
3857,709,6
3857,785,7
3857,3520,8
3857,695,9
3857,705,10
3857,3683,11
3857,2894,12
3857,782,13
3857,3879,14
3857,1106,15
3858,3858,1
3858,2831,2
3858,897,3
3858,2498,4
3858,1586,5
3858,2718,6
3858,1819,7
3858,861,8
3858,1818,9
3858,870,10
3858,896,11
3858,1559,12
3858,1560,13
3858,2881,14
3858,2060,15
3858,3924,16
3858,2671,17
3858,3431,18
3859,1156,1
3859,4215,2
3859,1141,3
3859,1208,4
3859,1902,5
3859,696,6
3859,513,7
3859,2167,8
3859,846,9
3859,925,10
3859,3915,11
3859,4140,12
3859,4312,13
3859,3809,14
3859,3094,15
3859,2816,16
3859,1812,17
3859,1166,18
3859,3889,19
3859,3828,20
3860,3860,1
3860,2533,2
3860,2312,3
3860,2253,4
3860,940,5
3860,1987,6
3860,1174,7
3860,1030,8
3860,1177,9
3860,865,10
3860,2010,11
3860,4194,12
3860,863,13
3860,1713,14
3860,1056,15
3860,1759,16
3860,2247,17
3860,1504,18
3860,1888,19
3860,2397,20
3861,3861,1
3861,986,2
3861,2522,3
3861,1372,4
3861,1717,5
3861,1040,6
3861,1164,7
3861,1688,8
3861,1900,9
3861,2213,10
3861,1112,11
3861,2353,12
3861,3303,13
3861,2716,14
3861,1895,15
3861,1052,16
3861,3602,17
3861,2527,18
3861,1429,19
3861,3162,20
3864,939,1
3864,1615,2
3864,2147,3
3864,1352,4
3864,1861,5
3864,3126,6
3864,1186,7
3864,1965,8
3864,1298,9
3864,2017,10
3864,972,11
3864,1212,12
3864,1184,13
3864,1198,14
3864,1082,15
3864,2795,16
3864,1614,17
3864,3236,18
3864,1189,19
3864,4127,20
3866,3866,1
3866,1010,2
3866,1916,3
3866,4136,4
3866,1819,5
3866,868,6
3866,869,7
3866,1150,8
3866,861,9
3866,3509,10
3866,3382,11
3866,2369,12
3866,2969,13
3866,896,14
3866,1560,15
3866,897,16
3866,3372,17
3866,2881,18
3866,4041,19
3866,870,20
3867,3867,1
3867,941,2
3867,810,3
3867,660,4
3867,2945,5
3867,2992,6
3867,1484,7
3867,1802,8
3867,641,9
3867,1087,10
3867,2321,11
3867,2163,12
3867,1924,13
3867,1558,14
3867,808,15
3867,1788,16
3867,642,17
3867,1817,18
3867,2160,19
3867,3291,20
3868,3868,1
3868,926,2
3868,964,3
3868,1200,4
3868,590,5
3868,1633,6
3868,1323,7
3868,683,8
3868,1213,9
3868,1993,10
3868,1114,11
3868,913,12
3868,799,13
3868,1695,14
3868,3718,15
3868,694,16
3868,102,17
3868,150,18
3868,1636,19
3868,510,20
3869,3869,1
3869,775,2
3869,1167,3
3869,1507,4
3869,1172,5
3869,1719,6
3869,1107,7
3869,3409,8
3869,3385,9
3869,771,10
3869,3386,11
3869,3588,12
3869,3581,13
3869,2234,14
3869,2235,15
3869,3453,16
3869,3649,17
3869,3501,18
3869,4201,19
3869,3743,20
3872,3543,1
3872,827,2
3872,3388,3
3872,1084,4
3872,1042,5
3872,3524,6
3872,3469,7
3872,743,8
3872,857,9
3872,1669,10
3872,3815,11
3872,4281,12
3872,3497,13
3872,4335,14
3872,4135,15
3872,3965,16
3872,2756,17
3872,3562,18
3872,3937,19
3872,3529,20
3873,3873,1
3873,263,2
3873,442,3
3873,404,4
3873,452,5
3873,3493,6
3873,460,7
3873,264,8
3873,393,9
3873,611,10
3873,3567,11
3873,600,12
3873,3404,13
3873,547,14
3873,453,15
3873,216,16
3873,459,17
3873,503,18
3873,465,19
3873,593,20
3875,3875,1
3875,1814,2
3875,3975,3
3875,2796,4
3875,1004,5
3875,3326,6
3875,1676,7
3875,2313,8
3875,3909,9
3875,2457,10
3876,3876,1
3876,2229,2
3876,235,3
3876,3668,4
3876,3966,5
3876,1584,6
3876,1556,7
3876,1214,8
3876,3372,9
3876,4112,10
3877,3877,1
3877,3775,2
3877,3756,3
3877,3791,4
3877,1045,5
3877,4211,6
3877,3766,7
3877,2526,8
3877,1131,9
3877,2724,10
3878,3878,1
3878,621,2
3878,932,3
3878,1530,4
3878,1016,5
3878,1716,6
3878,1215,7
3878,657,8
3878,4104,9
3878,3026,10
3878,1963,11
3878,4183,12
3878,4032,13
3878,3841,14
3879,3879,1
3879,695,2
3879,785,3
3879,1104,4
3879,3683,5
3879,4047,6
3879,705,7
3879,709,8
3879,711,9
3879,3783,10
3879,2894,11
3879,3857,12
3879,3520,13
3879,782,14
3879,1106,15
3880,3880,1
3880,340,2
3880,725,3
3880,1899,4
3880,373,5
3880,251,6
3880,3294,7
3880,1085,8
3880,3300,9
3880,2022,10
3880,2131,11
3880,3184,12
3880,1092,13
3880,2774,14
3880,2201,15
3880,2203,16
3880,2544,17
3880,3057,18
3880,3799,19
3883,525,1
3883,1913,2
3883,438,3
3883,420,4
3883,2445,5
3883,3097,6
3883,1083,7
3883,368,8
3883,265,9
3883,3285,10
3883,801,11
3883,1878,12
3883,3504,13
3883,840,14
3883,826,15
3883,3979,16
3883,3601,17
3883,4101,18
3883,4287,19
3883,2447,20
3886,3886,1
3886,1388,2
3886,1844,3
3886,960,4
3886,1047,5
3886,616,6
3886,2667,7
3886,3868,8
3886,119,9
3886,961,10
3886,643,11
3886,2001,12
3886,1025,13
3886,378,14
3886,1163,15
3886,799,16
3886,683,17
3886,926,18
3886,694,19
3886,1079,20
3887,1568,1
3887,1760,2
3887,902,3
3887,951,4
3887,4252,5
3887,1672,6
3887,3680,7
3887,933,8
3887,3413,9
3887,1863,10
3887,1503,11
3887,1567,12
3887,1105,13
3887,2094,14
3887,3177,15
3887,909,16
3887,2709,17
3887,3503,18
3887,952,19
3887,906,20
3888,3888,1
3888,1579,2
3888,2367,3
3888,4125,4
3888,1571,5
3888,4234,6
3888,4251,7
3888,1393,8
3888,2051,9
3888,4069,10
3888,3346,11
3888,3564,12
3888,2695,13
3888,1858,14
3888,4115,15
3888,3587,16
3889,1156,1
3889,4240,2
3889,1141,3
3889,1902,4
3889,1124,5
3889,2124,6
3889,3809,7
3889,3094,8
3889,864,9
3889,3149,10
3889,1166,11
3889,3893,12
3889,1137,13
3889,3915,14
3889,4215,15
3889,3828,16
3889,4140,17
3889,2816,18
3889,2333,19
3889,3859,20
3890,3943,1
3890,916,2
3890,3453,3
3890,3501,4
3890,3963,5
3890,4201,6
3890,481,7
3890,1107,8
3890,3409,9
3890,1167,10
3890,771,11
3890,775,12
3890,3869,13
3890,3839,14
3890,4163,15
3890,511,16
3890,691,17
3890,1170,18
3890,3386,19
3890,3743,20
3891,3891,1
3891,3519,2
3891,261,3
3891,2996,4
3891,2324,5
