userType|date|users|sessions|bounceRate|avgSessionDuration|goalConversionRateAll|pageviews
Returning Visitor|20150625|776|835|0.0|1197.9508982035927|0.0|13344
New Visitor|20150626|477|477|0.0|1242.6163522012578|0.0|6801
Returning Visitor|20150626|537|557|0.0|1302.8204667863554|0.0|10441
New Visitor|20150627|438|438|0.0|1215.0502283105022|0.0|6722
Returning Visitor|20150627|219|219|0.0|1911.2283105022832|9.1324200913242|4594
New Visitor|20150628|517|517|3.8684719535783367|982.0715667311412|0.0|8134
Returning Visitor|20150628|318|318|0.0|1297.4622641509434|0.0|4594
New Visitor|20150629|418|418|0.0|802.7057416267943|0.0|5887
Returning Visitor|20150629|537|577|6.932409012131716|1578.4020797227035|0.0|9566
New Visitor|20150630|438|438|4.5662100456621|1134.730593607306|0.0|6702
Returning Visitor|20150630|656|656|3.048780487804878|917.5838414634146|3.048780487804878|9784
New Visitor|20150701|537|537|0.0|1220.6536312849162|0.0|9049
Returning Visitor|20150701|656|656|3.048780487804878|908.5807926829268|3.048780487804878|9367
New Visitor|20150702|537|537|0.0|821.1005586592179|3.7243947858473|5986
Returning Visitor|20150702|696|716|2.793296089385475|972.9567039106146|2.793296089385475|10600
New Visitor|20150703|676|676|0.0|1124.724852071006|0.0|9486
Returning Visitor|20150703|795|815|4.9079754601226995|1454.5950920245398|4.9079754601226995|15731
New Visitor|20150704|457|457|0.0|997.3457330415755|0.0|7219
Returning Visitor|20150704|577|597|0.0|1108.467336683417|0.0|7219
New Visitor|20150705|378|378|0.0|1406.7063492063492|0.0|7577
Returning Visitor|20150705|537|597|6.700167504187604|1128.7872696817421|3.350083752093802|8551
New Visitor|20150706|537|537|0.0|673.8193668528864|0.0|5389
Returning Visitor|20150706|895|935|2.13903743315508|1208.8235294117646|2.13903743315508|14179
New Visitor|20150707|955|955|0.0|1324.8188481675393|0.0|12250
Returning Visitor|20150707|955|994|2.0120724346076457|1172.364185110664|2.0120724346076457|15333
New Visitor|20150708|716|716|0.0|1153.104748603352|8.379888268156424|12071
Returning Visitor|20150708|815|895|4.4692737430167595|1095.5541899441341|0.0|12847
New Visitor|20150709|736|736|0.0|1398.8885869565217|5.434782608695652|11853
Returning Visitor|20150709|716|736|10.869565217391305|892.6657608695652|0.0|10401
New Visitor|20150710|537|537|0.0|1265.314711359404|0.0|9088
Returning Visitor|20150710|1074|1153|1.7346053772766694|816.2411101474414|1.7346053772766694|13742
New Visitor|20150711|696|696|2.8735632183908044|857.6781609195402|0.0|9327
Returning Visitor|20150711|557|597|10.050251256281408|1095.3752093802345|0.0|9526
New Visitor|20150712|557|557|0.0|1269.5457809694794|0.0|9566
Returning Visitor|20150712|895|915|2.185792349726776|1053.9377049180328|0.0|12111
New Visitor|20150713|915|915|0.0|915.0994535519126|0.0|12648
Returning Visitor|20150713|1094|1114|1.7953321364452424|1341.6840215439856|0.0|19688
New Visitor|20150714|716|716|0.0|907.9343575418994|0.0|9685
Returning Visitor|20150714|1114|1213|4.9464138499587795|1016.3446001648805|3.297609233305853|16069
New Visitor|20150715|736|736|0.0|1207.9103260869565|2.717391304347826|12747
Returning Visitor|20150715|716|716|0.0|1685.4106145251396|0.0|14498
New Visitor|20150716|656|656|0.0|1299.405487804878|0.0|12131
Returning Visitor|20150716|895|935|6.417112299465241|1234.8780748663103|4.27807486631016|16745
New Visitor|20150717|537|537|0.0|1359.3798882681565|0.0|7816
Returning Visitor|20150717|815|835|2.3952095808383236|1455.3365269461078|0.0|16804
New Visitor|20150718|537|537|0.0|1222.0968342644321|7.4487895716946|7577
Returning Visitor|20150718|696|716|0.0|1594.9483240223465|0.0|13105
New Visitor|20150719|418|418|0.0|890.9593301435407|4.784688995215311|5330
Returning Visitor|20150719|418|418|4.784688995215311|1204.5813397129186|0.0|6125
||340580|352964|1.9299418637594767|1097.1323251096428|1.5633322378486192|5250805
